theme,ticker,source
real_estate,WELL,XLRE constituent
real_estate,WY,XLRE constituent
robotics_automation,ACHR,ARKK constituent
robotics_automation,ADP,XLI constituent
robotics_automation,AMD,ARKK constituent
robotics_automation,AMZN,ARKK constituent
robotics_automation,AVGO,ARKK constituent
robotics_automation,BA,XLI constituent
robotics_automation,BEAM,ARKK constituent
robotics_automation,BLSH,ARKK constituent
robotics_automation,BMNR,ARKK constituent
robotics_automation,BOTZ,curated
robotics_automation,BWXT,ARKK constituent
robotics_automation,CAT,XLI constituent
robotics_automation,CBRS,ARKK constituent
robotics_automation,CERS,ARKK constituent
robotics_automation,CMI,XLI constituent
robotics_automation,COIN,ARKK constituent
robotics_automation,CRCL,ARKK constituent
robotics_automation,CRSP,ARKK constituent
robotics_automation,CRWV,ARKK constituent
robotics_automation,CSX,XLI constituent
robotics_automation,DE,XLI constituent
robotics_automation,EMR,XLI constituent
robotics_automation,ETN,XLI constituent
robotics_automation,FIG,ARKK constituent
robotics_automation,GD,XLI constituent
robotics_automation,GE,XLI constituent
robotics_automation,GEV,XLI constituent
robotics_automation,GOOG,ARKK constituent
robotics_automation,GOOGL,ARKK constituent
robotics_automation,HOOD,ARKK constituent
robotics_automation,HWM,XLI constituent
robotics_automation,ILMN,ARKK constituent
robotics_automation,ISRG,curated
robotics_automation,JCI,XLI constituent
robotics_automation,KTOS,ARKK constituent
robotics_automation,LLY,ARKK constituent
robotics_automation,LMT,XLI constituent
robotics_automation,META,ARKK constituent
robotics_automation,MMM,XLI constituent
robotics_automation,NSC,XLI constituent
robotics_automation,NTLA,ARKK constituent
robotics_automation,NTRA,ARKK constituent
robotics_automation,NVDA,ARKK constituent
robotics_automation,PACB,ARKK constituent
robotics_automation,PATH,curated
robotics_automation,PH,XLI constituent
robotics_automation,PLTR,ARKK constituent
robotics_automation,PWR,XLI constituent
robotics_automation,RBC,curated
robotics_automation,RBLX,ARKK constituent
robotics_automation,ROBO,curated
robotics_automation,ROK,curated
robotics_automation,RR,curated
robotics_automation,RRX,curated
robotics_automation,RTX,XLI constituent
robotics_automation,RXRX,ARKK constituent
robotics_automation,SERV,curated
robotics_automation,SHOP,ARKK constituent
robotics_automation,SNOW,ARKK constituent
robotics_automation,SOFI,ARKK constituent
robotics_automation,SYM,curated
robotics_automation,TEM,ARKK constituent
robotics_automation,TER,curated
robotics_automation,TKR,curated
robotics_automation,TSLA,curated
robotics_automation,TSM,ARKK constituent
robotics_automation,TT,XLI constituent
robotics_automation,TWST,ARKK constituent
robotics_automation,TXG,ARKK constituent
robotics_automation,UBER,XLI constituent
robotics_automation,UNP,XLI constituent
robotics_automation,UPS,XLI constituent
robotics_automation,VCYT,ARKK constituent
robotics_automation,VRT,XLI constituent
robotics_automation,WGS,ARKK constituent
robotics_automation,WM,XLI constituent
robotics_automation,XE,ARKK constituent
robotics_automation,XYZ,ARKK constituent
semiconductors,ADI,SMH constituent
semiconductors,ALAB,SMH constituent
semiconductors,AMAT,curated
semiconductors,AMD,curated
semiconductors,ARM,SMH constituent
semiconductors,ASML,curated
semiconductors,ASX,SOXX constituent
semiconductors,AVGO,curated
semiconductors,CDNS,SMH constituent
semiconductors,CRDO,SOXX constituent
semiconductors,ENTG,SOXX constituent
semiconductors,INTC,curated
semiconductors,KLAC,curated
semiconductors,LRCX,curated
semiconductors,MCHP,curated
semiconductors,MPWR,SMH constituent
semiconductors,MRVL,curated
semiconductors,MTSI,SOXX constituent
semiconductors,MU,curated
semiconductors,NVDA,curated
semiconductors,NXPI,SMH constituent
semiconductors,ON,SMH constituent
semiconductors,QCOM,curated
semiconductors,SMCI,curated
semiconductors,SMH,curated
semiconductors,SNPS,SMH constituent
semiconductors,SOXL,curated
semiconductors,SOXX,curated
semiconductors,STM,SMH constituent
semiconductors,SWKS,SMH constituent
semiconductors,TER,SMH constituent
semiconductors,TSM,curated
semiconductors,TXN,curated
semiconductors,UMC,SOXX constituent
shipping_logistics,AAL,IYT constituent
shipping_logistics,CHRW,IYT constituent
shipping_logistics,CSX,curated
shipping_logistics,DAL,IYT constituent
shipping_logistics,EXPD,IYT constituent
shipping_logistics,FDX,curated
shipping_logistics,FDXF,IYT constituent
shipping_logistics,GXO,curated
shipping_logistics,IYT,curated
shipping_logistics,JBHT,IYT constituent
shipping_logistics,KEX,IYT constituent
shipping_logistics,KNX,IYT constituent
shipping_logistics,LSTR,IYT constituent
shipping_logistics,LUV,IYT constituent
shipping_logistics,LYFT,IYT constituent
shipping_logistics,MATX,curated
shipping_logistics,NSC,IYT constituent
shipping_logistics,ODFL,curated
shipping_logistics,R,IYT constituent
shipping_logistics,SAIA,IYT constituent
shipping_logistics,UAL,IYT constituent
shipping_logistics,UBER,IYT constituent
shipping_logistics,UHAL.B,IYT constituent
shipping_logistics,UNP,curated
shipping_logistics,UPS,curated
shipping_logistics,XPO,IYT constituent
shipping_logistics,ZIM,curated
short_squeeze,ACHR,ARKK constituent
short_squeeze,AMC,curated
short_squeeze,AMD,ARKK constituent
short_squeeze,AMZN,ARKK constituent
short_squeeze,AVGO,ARKK constituent
short_squeeze,BBBY,curated
short_squeeze,BEAM,ARKK constituent
short_squeeze,BLSH,ARKK constituent
short_squeeze,BMNR,ARKK constituent
short_squeeze,BWXT,ARKK constituent
short_squeeze,CBRS,ARKK constituent
short_squeeze,CERS,ARKK constituent
short_squeeze,CLOV,curated
short_squeeze,COIN,ARKK constituent
short_squeeze,CRCL,ARKK constituent
short_squeeze,CRSP,ARKK constituent
short_squeeze,CRWV,ARKK constituent
short_squeeze,DE,ARKK constituent
short_squeeze,EXPR,curated
short_squeeze,FIG,ARKK constituent
short_squeeze,GME,curated
short_squeeze,GOOG,ARKK constituent
short_squeeze,GOOGL,ARKK constituent
short_squeeze,HOOD,ARKK constituent
short_squeeze,ILMN,ARKK constituent
short_squeeze,KOSS,curated
short_squeeze,KTOS,ARKK constituent
short_squeeze,LLY,ARKK constituent
short_squeeze,META,ARKK constituent
short_squeeze,NAKD,curated
short_squeeze,NTLA,ARKK constituent
short_squeeze,NTRA,ARKK constituent
short_squeeze,NVDA,ARKK constituent
short_squeeze,PACB,ARKK constituent
short_squeeze,PLTR,ARKK constituent
short_squeeze,RBLX,ARKK constituent
short_squeeze,RXRX,ARKK constituent
short_squeeze,SHOP,ARKK constituent
short_squeeze,SNOW,ARKK constituent
short_squeeze,SOFI,ARKK constituent
short_squeeze,SPCE,curated
short_squeeze,TEM,ARKK constituent
short_squeeze,TER,ARKK constituent
short_squeeze,TSLA,ARKK constituent
short_squeeze,TSM,ARKK constituent
short_squeeze,TWST,ARKK constituent
short_squeeze,TXG,ARKK constituent
short_squeeze,VCYT,ARKK constituent
short_squeeze,WGS,ARKK constituent
short_squeeze,WISH,curated
short_squeeze,WKHS,curated
short_squeeze,XE,ARKK constituent
short_squeeze,XYZ,ARKK constituent
small_caps,IWM,curated
solar,AEE,XLU constituent
solar,AEP,XLU constituent
solar,ALB,LIT constituent
solar,ARRY,curated
solar,ATO,XLU constituent
solar,AWK,XLU constituent
solar,BYDDY,LIT constituent
solar,CEG,XLU constituent
solar,CNP,XLU constituent
solar,D,XLU constituent
solar,DTE,XLU constituent
solar,DUK,XLU constituent
solar,ED,XLU constituent
solar,EIX,XLU constituent
solar,ENPH,curated
solar,ENS,LIT constituent
solar,ES,XLU constituent
solar,ETR,XLU constituent
solar,EXC,XLU constituent
solar,FE,XLU constituent
solar,FSLR,curated
solar,NEE,XLU constituent
solar,NRG,XLU constituent
solar,NXT,curated
solar,PCG,XLU constituent
solar,PCRFY,LIT constituent
solar,PEG,XLU constituent
solar,PPL,XLU constituent
solar,RIO,LIT constituent
solar,RUN,curated
solar,SEDG,curated
solar,SO,XLU constituent
solar,SQM,LIT constituent
solar,SRE,XLU constituent
solar,TAN,curated
solar,TSLA,LIT constituent
solar,TTDKY,LIT constituent
solar,VST,XLU constituent
solar,WEC,XLU constituent
solar,XEL,XLU constituent
space,ARKX,curated
space,ASTS,curated
space,ATI,ITA constituent
space,AXON,ITA constituent
space,BA,curated
space,BWXT,ITA constituent
space,CRS,ITA constituent
space,CW,ITA constituent
space,FTAI,ITA constituent
space,GD,ITA constituent
space,GE,ITA constituent
space,HEI,ITA constituent
space,HEI.A,ITA constituent
space,HII,ITA constituent
space,HWM,ITA constituent
space,HXL,ITA constituent
space,KTOS,ITA constituent
space,LHX,ITA constituent
space,LMT,ITA constituent
space,LUNR,curated
space,MOG.A,ITA constituent
space,NOC,ITA constituent
space,RDW,curated
space,RKLB,curated
space,RTX,ITA constituent
space,SARO,ITA constituent
space,SPCE,curated
space,TDG,ITA constituent
space,TXT,ITA constituent
space,WWD,ITA constituent
travel_airlines,AAL,curated
travel_airlines,ABNB,curated
travel_airlines,ALGT,JETS constituent
travel_airlines,ALK,JETS constituent
travel_airlines,BA,JETS constituent
travel_airlines,BKNG,curated
travel_airlines,CCL,curated
travel_airlines,DAL,curated
travel_airlines,EADSY,JETS constituent
travel_airlines,EXPE,curated
travel_airlines,GD,JETS constituent
travel_airlines,HLT,curated
travel_airlines,JBLU,JETS constituent
travel_airlines,JETS,curated
travel_airlines,LTM,JETS constituent
travel_airlines,LUV,curated
travel_airlines,MAR,curated
travel_airlines,NCLH,curated
travel_airlines,RCL,curated
travel_airlines,SABR,JETS constituent
travel_airlines,SKYW,JETS constituent
travel_airlines,TRIP,JETS constituent
travel_airlines,TXT,JETS constituent
travel_airlines,UAL,curated
travel_airlines,ULCC,JETS constituent
uranium_nuclear,BHP,URA constituent
uranium_nuclear,CCJ,curated
uranium_nuclear,DNN,curated
uranium_nuclear,LEU,curated
uranium_nuclear,NNE,curated
uranium_nuclear,NXE,URA constituent
uranium_nuclear,OKLO,curated
uranium_nuclear,SBSW,URA constituent
uranium_nuclear,SMR,curated
uranium_nuclear,UEC,curated
uranium_nuclear,URA,curated
uranium_nuclear,URNM,curated
uranium_nuclear,UUUU,URA constituent
utilities_power,AEE,XLU constituent
utilities_power,AEP,XLU constituent
utilities_power,ATO,XLU constituent
utilities_power,AWK,XLU constituent
utilities_power,CEG,curated
utilities_power,CNP,XLU constituent
utilities_power,D,curated
utilities_power,DTE,XLU constituent
utilities_power,DUK,XLU constituent
utilities_power,ED,XLU constituent
utilities_power,EIX,XLU constituent
utilities_power,ES,XLU constituent
utilities_power,ETR,XLU constituent
utilities_power,EXC,XLU constituent
utilities_power,FE,XLU constituent
utilities_power,GEV,curated
utilities_power,NEE,curated
utilities_power,NRG,XLU constituent
utilities_power,PCG,XLU constituent
utilities_power,PEG,XLU constituent
utilities_power,PPL,XLU constituent
utilities_power,SO,curated
utilities_power,SRE,XLU constituent
utilities_power,VST,curated
utilities_power,WEC,XLU constituent
utilities_power,XEL,XLU constituent
utilities_power,XLU,curated
weight_loss_glp1,ALKS,XBI constituent
weight_loss_glp1,AMGN,curated
weight_loss_glp1,APGE,XBI constituent
weight_loss_glp1,ARWR,XBI constituent
weight_loss_glp1,BBIO,XBI constituent
weight_loss_glp1,CGON,XBI constituent
weight_loss_glp1,COGT,XBI constituent
weight_loss_glp1,CYTK,XBI constituent
weight_loss_glp1,DNTH,XBI constituent
weight_loss_glp1,ERAS,XBI constituent
weight_loss_glp1,HIMS,curated
weight_loss_glp1,KYMR,XBI constituent
weight_loss_glp1,LLY,curated
weight_loss_glp1,MIRM,XBI constituent
weight_loss_glp1,MRNA,XBI constituent
weight_loss_glp1,NTRA,XBI constituent
weight_loss_glp1,NVO,curated
weight_loss_glp1,ORKA,XBI constituent
weight_loss_glp1,PCVX,XBI constituent
weight_loss_glp1,PRAX,XBI constituent
weight_loss_glp1,PTGX,XBI constituent
weight_loss_glp1,ROIV,XBI constituent
weight_loss_glp1,RVMD,XBI constituent
weight_loss_glp1,RYTM,XBI constituent
weight_loss_glp1,SYRE,XBI constituent
weight_loss_glp1,TGTX,XBI constituent
weight_loss_glp1,TVTX,XBI constituent
weight_loss_glp1,TWST,XBI constituent
weight_loss_glp1,VKTX,curated
