ticker,caps_count,lower_count,caps_share,zipf,decided_by,classification
CARG,8,0,1.0,0.0,wordfreq,normal
CARK,0,0,,1.48,wordfreq,normal
CARL,3,30,0.091,4.24,case_ratio,cashtag_only
CARR,4,1,0.8,3.7,wordfreq,cashtag_only
CARS,7,1496,0.005,4.89,case_ratio,cashtag_only
CART,0,30,0.0,3.98,case_ratio,cashtag_only
CARU,0,0,,1.22,wordfreq,normal
CARX,0,0,,0.0,wordfreq,normal
CARY,0,2,0.0,3.42,wordfreq,normal
CARZ,1,0,1.0,0.0,wordfreq,normal
CASH,91,12018,0.008,4.92,case_ratio,cashtag_only
CASS,2,1,0.667,3.51,wordfreq,cashtag_only
CAST,0,62,0.0,4.79,case_ratio,cashtag_only
CASY,4,0,1.0,1.46,wordfreq,normal
CATF,0,0,,0.0,wordfreq,normal
CATG,0,0,,0.0,wordfreq,normal
CATH,0,3,0.0,2.9,wordfreq,normal
CATO,1,6,0.143,3.05,wordfreq,normal
CATX,0,0,,0.0,wordfreq,normal
CATY,0,0,,1.63,wordfreq,normal
CAVA,0,11,0.0,2.74,wordfreq,normal
CBAN,1,0,1.0,0.0,wordfreq,normal
CBAT,10,0,1.0,0.0,wordfreq,normal
CBFV,0,0,,0.0,wordfreq,normal
CBIL,0,0,,0.0,wordfreq,normal
CBIO,2,0,1.0,0.0,wordfreq,normal
CBLL,0,0,,0.0,wordfreq,normal
CBLS,0,0,,0.0,wordfreq,normal
CBNA,3,0,1.0,0.0,wordfreq,normal
CBNK,0,0,,0.0,wordfreq,normal
CBOA,0,0,,0.0,wordfreq,normal
CBOE,92,45,0.672,2.2,case_ratio,normal
CBOJ,0,0,,0.0,wordfreq,normal
CBOL,0,0,,0.0,wordfreq,normal
CBON,0,0,,0.0,wordfreq,normal
CBOO,0,0,,0.0,wordfreq,normal
CBOT,0,0,,1.75,wordfreq,normal
CBOX,0,0,,0.0,wordfreq,normal
CBOY,0,0,,0.0,wordfreq,normal
CBRE,13,0,1.0,2.19,wordfreq,normal
CBRG,0,0,,0.0,wordfreq,normal
CBRL,4,0,1.0,0.0,wordfreq,normal
CBRS,0,0,,1.36,wordfreq,normal
CBRX,0,0,,0.0,wordfreq,normal
CBRZ,0,0,,0.0,wordfreq,normal
CBSE,4,0,1.0,2.5,wordfreq,normal
CBSH,3,0,1.0,0.0,wordfreq,normal
CBTA,0,0,,0.0,wordfreq,normal
CBTJ,0,0,,0.0,wordfreq,normal
CBTL,0,0,,0.0,wordfreq,normal
CBTO,0,0,,0.0,wordfreq,normal
CBTY,0,0,,0.0,wordfreq,normal
CBUS,0,0,,2.05,wordfreq,normal
CBXA,0,0,,0.0,wordfreq,normal
CBXJ,0,0,,0.0,wordfreq,normal
CBXL,0,0,,0.0,wordfreq,normal
CBXO,0,0,,0.0,wordfreq,normal
CBXY,0,0,,0.0,wordfreq,normal
CCAP,1,0,1.0,1.41,wordfreq,normal
CCAQ,0,0,,0.0,wordfreq,normal
CCAQU,0,0,,0.0,wordfreq,normal
CCAQW,0,0,,0.0,wordfreq,normal
CCBG,0,0,,0.0,wordfreq,normal
CCCC,0,1,0.0,1.81,wordfreq,normal
CCEC,0,0,,0.0,wordfreq,normal
CCEF,0,0,,0.0,wordfreq,normal
CCEL,2,0,1.0,0.0,wordfreq,normal
CCEP,0,0,,0.0,wordfreq,normal
CCFE,0,0,,0.0,wordfreq,normal
CCGWW,0,0,,0.0,wordfreq,normal
CCHH,1,0,1.0,0.0,wordfreq,normal
CCID,2,0,1.0,0.0,wordfreq,normal
CCIF,1,0,1.0,0.0,wordfreq,normal
CCII,0,0,,0.0,wordfreq,normal
CCIIU,0,0,,0.0,wordfreq,normal
CCIIW,0,0,,0.0,wordfreq,normal
CCIX,0,0,,0.0,wordfreq,normal
CCIXU,0,0,,0.0,wordfreq,normal
CCIXW,0,0,,0.0,wordfreq,normal
CCLD,0,0,,0.0,wordfreq,normal
CCNE,0,0,,1.24,wordfreq,normal
CCNEP,0,0,,0.0,wordfreq,normal
CCNR,0,0,,0.0,wordfreq,normal
CCOI,2,0,1.0,0.0,wordfreq,normal
CCOM,0,0,,0.0,wordfreq,normal
CCOR,0,0,,0.0,wordfreq,normal
CCPX,0,0,,0.0,wordfreq,normal
CCRN,1,0,1.0,1.16,wordfreq,normal
CCRP,0,0,,1.23,wordfreq,normal
CCSB,0,0,,0.0,wordfreq,normal
CCSI,0,0,,0.0,wordfreq,normal
CCSO,0,0,,1.02,wordfreq,normal
CCTG,0,0,,0.0,wordfreq,normal
CCUP,0,0,,0.0,wordfreq,normal
CCXI,10,2,0.833,0.0,wordfreq,normal
CCXIU,0,0,,0.0,wordfreq,normal
CCXIW,0,0,,0.0,wordfreq,normal
CDEI,0,0,,0.0,wordfreq,normal
CDIG,0,0,,0.0,wordfreq,normal
CDIO,0,0,,0.0,wordfreq,normal
CDIOW,0,0,,0.0,wordfreq,normal
CDLR,0,0,,0.0,wordfreq,normal
CDLX,3,0,1.0,0.0,wordfreq,normal
CDNA,1,0,1.0,2.58,wordfreq,normal
CDNG,0,0,,0.0,wordfreq,normal
CDNL,0,0,,0.0,wordfreq,normal
CDNS,1,11,0.083,1.75,wordfreq,normal
CDRE,0,0,,1.41,wordfreq,normal
CDRO,0,0,,0.0,wordfreq,normal
CDROW,0,0,,0.0,wordfreq,normal
CDTG,0,0,,0.0,wordfreq,normal
CDTTW,0,0,,0.0,wordfreq,normal
CDXS,1,0,1.0,0.0,wordfreq,normal
CDZI,0,0,,0.0,wordfreq,normal
CDZIP,0,0,,0.0,wordfreq,normal
CECO,1,0,1.0,1.43,wordfreq,normal
CEFA,1,0,1.0,0.0,wordfreq,normal
CEFD,0,0,,0.0,wordfreq,normal
CEFS,5,25,0.167,1.03,case_ratio,cashtag_only
CEFZ,0,0,,0.0,wordfreq,normal
CEGX,5,0,1.0,0.0,wordfreq,normal
CELC,2,0,1.0,0.0,wordfreq,normal
CELH,15,2,0.882,0.0,wordfreq,normal
CELU,0,0,,0.0,wordfreq,normal
CELUW,0,0,,0.0,wordfreq,normal
CELZ,23,1,0.958,0.0,wordfreq,normal
CEMB,0,0,,0.0,wordfreq,normal
CENN,4,0,1.0,0.0,wordfreq,normal
CENT,10,309,0.031,4.83,case_ratio,cashtag_only
CENTA,0,0,,1.32,wordfreq,normal
CENX,7,0,1.0,0.0,wordfreq,normal
CEPF,0,0,,0.0,wordfreq,normal
CEPI,1,0,1.0,1.39,wordfreq,normal
CEPO,0,0,,0.0,wordfreq,normal
CEPS,0,0,,1.76,wordfreq,normal
CEPU,0,0,,1.32,wordfreq,normal
CEPV,0,0,,0.0,wordfreq,normal
CERS,1,0,1.0,1.79,wordfreq,normal
CERT,0,12,0.0,3.19,wordfreq,normal
CERY,0,0,,1.16,wordfreq,normal
CETX,10,0,1.0,0.0,wordfreq,normal
CETY,10,0,1.0,0.0,wordfreq,normal
CEVA,3,0,1.0,1.72,wordfreq,normal
CFBK,1,0,1.0,0.0,wordfreq,normal
CFFI,0,0,,0.0,wordfreq,normal
CFFN,0,0,,0.0,wordfreq,normal
CFIT,0,0,,1.07,wordfreq,normal
CFND,0,0,,0.0,wordfreq,normal
CGABL,0,0,,0.0,wordfreq,normal
CGAU,0,0,,0.0,wordfreq,normal
CGBD,0,0,,0.0,wordfreq,normal
CGBL,0,0,,0.0,wordfreq,normal
CGCB,0,0,,0.0,wordfreq,normal
CGCFU,0,0,,0.0,wordfreq,normal
CGCP,0,0,,0.0,wordfreq,normal
CGCV,0,0,,0.0,wordfreq,normal
CGDG,0,0,,0.0,wordfreq,normal
CGDV,1,0,1.0,0.0,wordfreq,normal
CGEM,0,0,,0.0,wordfreq,normal
CGEN,2,0,1.0,0.0,wordfreq,normal
CGGE,0,0,,0.0,wordfreq,normal
CGGG,0,0,,0.0,wordfreq,normal
CGGO,0,0,,0.0,wordfreq,normal
CGGR,0,0,,0.0,wordfreq,normal
CGHM,0,0,,0.0,wordfreq,normal
CGHY,0,0,,0.0,wordfreq,normal
CGIB,0,0,,0.0,wordfreq,normal
CGIC,0,0,,0.0,wordfreq,normal
CGIE,0,0,,0.0,wordfreq,normal
CGMM,0,0,,0.0,wordfreq,normal
CGMS,0,1,0.0,1.07,wordfreq,normal
CGMU,0,0,,0.0,wordfreq,normal
CGNG,0,0,,0.0,wordfreq,normal
CGNT,1,0,1.0,0.0,wordfreq,normal
CGNX,0,0,,0.0,wordfreq,normal
CGON,1,0,1.0,0.0,wordfreq,normal
CGOV,0,0,,0.0,wordfreq,normal
CGRO,2,1,0.667,0.0,wordfreq,normal
CGSD,0,0,,0.0,wordfreq,normal
CGSM,0,0,,0.0,wordfreq,normal
CGTL,2,0,1.0,0.0,wordfreq,normal
CGTX,1,0,1.0,0.0,wordfreq,normal
CGUI,0,0,,0.0,wordfreq,normal
CGUS,0,0,,0.0,wordfreq,normal
CGVV,0,0,,0.0,wordfreq,normal
CGXU,0,0,,0.0,wordfreq,normal
CHAI,0,1,0.0,3.29,wordfreq,normal
CHAR,15,6,0.714,3.47,wordfreq,normal
CHARR,0,0,,1.91,wordfreq,normal
CHARU,0,0,,1.92,wordfreq,normal
CHAT,35,575,0.057,4.57,case_ratio,cashtag_only
CHAU,0,1,0.0,2.67,wordfreq,normal
CHCI,0,0,,1.21,wordfreq,normal
CHCO,0,0,,0.0,wordfreq,normal
CHCT,0,0,,0.0,wordfreq,normal
CHDN,1,0,1.0,0.0,wordfreq,normal
CHEC,0,0,,1.59,wordfreq,normal
CHECU,0,0,,0.0,wordfreq,normal
CHECW,0,0,,0.0,wordfreq,normal
CHEF,6,50,0.107,4.23,case_ratio,cashtag_only
CHGG,20,5,0.8,0.0,wordfreq,normal
CHGX,0,0,,0.0,wordfreq,normal
CHIQ,0,0,,0.0,wordfreq,normal
CHKP,13,0,1.0,0.0,wordfreq,normal
CHMG,1,1,0.5,0.0,wordfreq,normal
CHMI,1,0,1.0,0.0,wordfreq,normal
CHNL,0,0,,0.0,wordfreq,normal
CHNR,2,0,1.0,0.0,wordfreq,normal
CHNU,0,0,,0.0,wordfreq,normal
CHOW,0,1,0.0,3.43,wordfreq,normal
CHPG,0,0,,0.0,wordfreq,normal
CHPGR,0,0,,0.0,wordfreq,normal
CHPGU,0,0,,0.0,wordfreq,normal
CHPS,0,0,,1.34,wordfreq,normal
CHPT,31,0,1.0,1.36,case_ratio,normal
CHPX,0,0,,0.0,wordfreq,normal
CHPY,1,0,1.0,0.0,wordfreq,normal
CHRD,1,0,1.0,0.0,wordfreq,normal
CHRI,0,0,,1.85,wordfreq,normal
CHRN,0,0,,0.0,wordfreq,normal
CHRS,1,0,1.0,1.17,wordfreq,normal
CHRW,4,0,1.0,0.0,wordfreq,normal
CHSCL,0,0,,0.0,wordfreq,normal
CHSCM,0,0,,0.0,wordfreq,normal
CHSCN,0,0,,0.0,wordfreq,normal
CHSCO,0,0,,0.0,wordfreq,normal
CHSCP,1,0,1.0,0.0,wordfreq,normal
CHSN,0,0,,0.0,wordfreq,normal
CHTR,16,0,1.0,0.0,wordfreq,normal
CHWY,41,5,0.891,0.0,case_ratio,normal
CHYG,0,0,,0.0,wordfreq,normal
CHYM,0,0,,0.0,wordfreq,normal
CIBR,7,0,1.0,0.0,wordfreq,normal
CICB,0,0,,0.0,wordfreq,normal
CICC,3,0,1.0,1.54,wordfreq,normal
CIEG,0,0,,0.0,wordfreq,normal
CIEI,0,0,,0.0,wordfreq,normal
CIEN,10,1,0.909,1.84,wordfreq,normal
CIEX,0,0,,0.0,wordfreq,normal
CIFC,0,0,,0.0,wordfreq,normal
CIFG,0,0,,0.0,wordfreq,normal
CIFR,13,1,0.929,0.0,wordfreq,normal
CIFU,0,0,,0.0,wordfreq,normal
CIGI,0,0,,1.3,wordfreq,normal
CIIT,0,0,,0.0,wordfreq,normal
CIMN,0,0,,0.0,wordfreq,normal
CIMO,0,0,,1.09,wordfreq,normal
CIMP,0,0,,1.62,wordfreq,normal
CINF,2,0,1.0,0.0,wordfreq,normal
CING,0,0,,1.6,wordfreq,normal
CINGW,0,0,,0.0,wordfreq,normal
CINT,2,1,0.667,0.0,wordfreq,normal
CION,0,0,,1.24,wordfreq,normal
CIRC,2,1,0.667,2.29,wordfreq,normal
CISO,2,0,1.0,1.81,wordfreq,normal
CISS,0,0,,1.6,wordfreq,normal
CITR,6,0,1.0,1.08,wordfreq,normal
CIVB,0,0,,0.0,wordfreq,normal
CIVG,0,0,,0.0,wordfreq,normal
CJMB,0,0,,0.0,wordfreq,normal
CJUL,0,0,,0.0,wordfreq,normal
CJUN,0,0,,0.0,wordfreq,normal
CLAR,1,1,0.5,1.85,wordfreq,normal
CLBK,1,0,1.0,0.0,wordfreq,normal
CLBR,0,0,,0.0,wordfreq,normal
CLBT,0,0,,0.0,wordfreq,normal
CLCG,0,0,,0.0,wordfreq,normal
CLCV,0,0,,0.0,wordfreq,normal
CLDI,0,0,,0.0,wordfreq,normal
CLDT,1,0,1.0,0.0,wordfreq,normal
CLDX,1,0,1.0,0.0,wordfreq,normal
CLFD,3,0,1.0,0.0,wordfreq,normal
CLGN,0,0,,0.0,wordfreq,normal
CLIK,0,1,0.0,1.55,wordfreq,normal
CLIM,0,0,,1.64,wordfreq,normal
CLIP,0,78,0.0,4.26,case_ratio,cashtag_only
CLIR,9,0,1.0,1.11,wordfreq,normal
CLIX,0,0,,1.71,wordfreq,normal
CLLS,0,0,,0.0,wordfreq,normal
CLMB,0,0,,0.0,wordfreq,normal
CLMT,0,0,,0.0,wordfreq,normal
CLNE,108,9,0.923,0.0,case_ratio,normal
CLNK,0,0,,0.0,wordfreq,normal
CLNN,1,1,0.5,0.0,wordfreq,normal
CLOA,0,0,,0.0,wordfreq,normal
CLOB,1,0,1.0,1.03,wordfreq,normal
CLOC,0,0,,1.18,wordfreq,normal
CLOD,0,2,0.0,2.32,wordfreq,normal
CLOI,0,0,,0.0,wordfreq,normal
CLOO,0,0,,0.0,wordfreq,normal
CLOU,7,0,1.0,1.55,wordfreq,normal
CLOV,391,56,0.875,1.2,case_ratio,normal
CLOX,1,0,1.0,0.0,wordfreq,normal
CLOZ,1,0,1.0,0.0,wordfreq,normal
CLPR,0,0,,0.0,wordfreq,normal
CLPS,1,0,1.0,1.49,wordfreq,normal
CLPT,1,0,1.0,0.0,wordfreq,normal
CLRB,5,0,1.0,0.0,wordfreq,normal
CLRO,2,0,1.0,0.0,wordfreq,normal
CLSE,0,0,,0.0,wordfreq,normal
CLSK,32,8,0.8,0.0,case_ratio,normal
CLSKW,0,0,,0.0,wordfreq,normal
CLSM,0,0,,0.0,wordfreq,normal
CLST,0,0,,0.0,wordfreq,normal
CLSX,0,0,,0.0,wordfreq,normal
CLUB,14,465,0.029,5.2,case_ratio,cashtag_only
CLVS,28,4,0.875,0.0,case_ratio,normal
CLVT,0,0,,0.0,wordfreq,normal
CLWT,0,0,,0.0,wordfreq,normal
CLYM,0,0,,0.0,wordfreq,normal
CMAG,0,0,,1.23,wordfreq,normal
CMAY,0,0,,0.0,wordfreq,normal
CMBO,0,0,,0.0,wordfreq,normal
CMBS,8,2,0.8,1.91,wordfreq,normal
CMBT,2,0,1.0,0.0,wordfreq,normal
CMCI,0,0,,0.0,wordfreq,normal
CMCL,2,0,1.0,0.0,wordfreq,normal
CMCM,9,1,0.9,0.0,wordfreq,normal
CMCO,0,0,,0.0,wordfreq,normal
CMCSA,11,4,0.733,1.18,wordfreq,normal
CMCT,7,0,1.0,0.0,wordfreq,normal
CMDB,0,0,,1.19,wordfreq,normal
CMDT,0,0,,0.0,wordfreq,normal
CMDY,1,0,1.0,0.0,wordfreq,normal
CMGG,0,0,,0.0,wordfreq,normal
CMII,0,0,,0.0,wordfreq,normal
CMIIU,0,0,,0.0,wordfreq,normal
CMIIW,0,0,,0.0,wordfreq,normal
CMMB,0,0,,0.0,wordfreq,normal
CMND,15,2,0.882,1.24,wordfreq,normal
CMPR,0,0,,0.0,wordfreq,normal
CMPS,16,0,1.0,1.43,wordfreq,normal
CMPX,1,0,1.0,0.0,wordfreq,normal
CMRC,2,0,1.0,0.0,wordfreq,normal
CMRE,0,0,,0.0,wordfreq,normal
CMSA,1,0,1.0,1.17,wordfreq,normal
CMSC,0,0,,0.0,wordfreq,normal
CMSD,0,0,,0.0,wordfreq,normal
CMTG,0,0,,0.0,wordfreq,normal
CMTL,4,0,1.0,0.0,wordfreq,normal
CMTV,0,0,,0.0,wordfreq,normal
CNAV,0,0,,0.0,wordfreq,normal
CNBS,4,0,1.0,0.0,wordfreq,normal
CNCG,0,0,,0.0,wordfreq,normal
CNCK,0,0,,0.0,wordfreq,normal
CNCKW,0,0,,0.0,wordfreq,normal
CNDT,2,0,1.0,0.0,wordfreq,normal
CNEQ,0,0,,0.0,wordfreq,normal
CNET,10,8,0.556,2.87,wordfreq,normal
CNEY,1,0,1.0,0.0,wordfreq,normal
CNMD,0,0,,0.0,wordfreq,normal
CNNE,5,0,1.0,0.0,wordfreq,normal
CNOB,2,0,1.0,0.0,wordfreq,normal
CNOBP,0,0,,0.0,wordfreq,normal
CNQQ,0,0,,0.0,wordfreq,normal
CNRG,2,0,1.0,0.0,wordfreq,normal
CNSP,2,0,1.0,0.0,wordfreq,normal
CNTB,2,0,1.0,0.0,wordfreq,normal
CNTN,0,0,,0.0,wordfreq,normal
CNTX,1,0,1.0,0.0,wordfreq,normal
CNTY,3,0,1.0,1.59,wordfreq,normal
CNVS,0,0,,1.43,wordfreq,normal
CNXC,4,0,1.0,0.0,wordfreq,normal
CNXN,0,0,,0.0,wordfreq,normal
CNXT,0,0,,0.0,wordfreq,normal
CNXU,0,0,,0.0,wordfreq,normal
CNYA,0,0,,0.0,wordfreq,normal
COAG,0,0,,1.69,wordfreq,normal
COAL,1,124,0.008,4.49,case_ratio,cashtag_only
COCH,0,0,,1.82,wordfreq,normal
COCHW,0,0,,0.0,wordfreq,normal
COCO,5,8,0.385,3.49,wordfreq,normal
COCP,6,1,0.857,0.0,wordfreq,normal
CODA,4,2,0.667,2.74,wordfreq,normal
CODI,1,1,0.5,1.67,wordfreq,normal
CODX,27,5,0.844,0.0,case_ratio,normal
COFS,0,0,,1.23,wordfreq,normal
COGT,2,0,1.0,0.0,wordfreq,normal
COHH,0,0,,0.0,wordfreq,normal
COHN,1,16,0.059,3.03,wordfreq,normal
COHR,6,0,1.0,0.0,wordfreq,normal
COHU,1,1,0.5,1.17,wordfreq,normal
COHX,0,0,,0.0,wordfreq,normal
COIA,0,0,,1.42,wordfreq,normal
COIG,0,0,,0.0,wordfreq,normal
COIN,324,6570,0.047,4.19,case_ratio,cashtag_only
COIW,0,0,,0.0,wordfreq,normal
COIX,0,0,,0.0,wordfreq,normal
COKE,5,76,0.062,4.08,case_ratio,cashtag_only
COLA,16,112,0.125,3.74,case_ratio,cashtag_only
COLAR,0,0,,1.24,wordfreq,normal
COLAU,0,0,,1.17,wordfreq,normal
COLB,2,0,1.0,1.1,wordfreq,normal
COLD,8,710,0.011,5.02,case_ratio,cashtag_only
COLL,2,2,0.5,3.0,wordfreq,normal
COLM,5,2,0.714,2.52,wordfreq,normal
COLO,1,1,0.5,3.28,wordfreq,normal
COMB,0,11,0.0,3.52,wordfreq,cashtag_only
COMD,0,0,,1.25,wordfreq,normal
COMP,23,178,0.114,3.85,case_ratio,cashtag_only
COMT,0,0,,1.77,wordfreq,normal
CONI,0,0,,1.89,wordfreq,normal
CONL,0,0,,0.0,wordfreq,normal
CONX,0,0,,0.0,wordfreq,normal
CONY,1,0,1.0,1.81,wordfreq,normal
COOK,1,132,0.008,4.65,case_ratio,cashtag_only
COOT,0,0,,2.5,wordfreq,normal
COOTW,0,0,,0.0,wordfreq,normal
COPA,4,1,0.8,3.06,wordfreq,normal
COPJ,1,0,1.0,0.0,wordfreq,normal
COPL,0,0,,0.0,wordfreq,normal
COPP,0,0,,2.09,wordfreq,normal
COPR,0,0,,1.14,wordfreq,normal
COPX,3,0,1.0,0.0,wordfreq,normal
COPY,3,582,0.005,4.77,case_ratio,cashtag_only
COPZ,0,0,,0.0,wordfreq,normal
CORB,0,0,,1.61,wordfreq,normal
CORD,0,34,0.0,3.98,case_ratio,cashtag_only
CORN,13,72,0.153,4.19,case_ratio,cashtag_only
CORO,1,0,1.0,2.15,wordfreq,normal
CORP,58,967,0.057,4.27,case_ratio,cashtag_only
CORT,1,0,1.0,2.54,wordfreq,normal
CORZ,3,0,1.0,0.0,wordfreq,normal
CORZW,0,0,,0.0,wordfreq,normal
CORZZ,0,0,,0.0,wordfreq,normal
COSM,20,1,0.952,1.46,wordfreq,normal
COSO,0,0,,1.83,wordfreq,normal
COST,107,5794,0.018,5.24,case_ratio,cashtag_only
COSW,0,0,,0.0,wordfreq,normal
COTG,0,0,,0.0,wordfreq,normal
COTY,13,7,0.65,2.35,wordfreq,normal
COUR,1,0,1.0,2.71,wordfreq,normal
COWG,0,0,,0.0,wordfreq,normal
COWS,0,9,0.0,3.93,wordfreq,cashtag_only
COWZ,2,1,0.667,0.0,wordfreq,normal
COYA,0,0,,1.42,wordfreq,normal
COYY,0,0,,0.0,wordfreq,normal
COZX,0,0,,0.0,wordfreq,normal
CPAC,2,0,1.0,2.47,wordfreq,normal
CPAG,0,0,,1.04,wordfreq,normal
CPAI,0,0,,0.0,wordfreq,normal
CPAY,0,0,,0.0,wordfreq,normal
CPBI,0,0,,0.0,wordfreq,normal
CPER,4,0,1.0,0.0,wordfreq,normal
CPHC,0,0,,1.13,wordfreq,normal
CPHI,5,0,1.0,1.04,wordfreq,normal
CPHY,0,0,,0.0,wordfreq,normal
CPII,0,0,,0.0,wordfreq,normal
CPIX,2,0,1.0,0.0,wordfreq,normal
CPLB,0,0,,0.0,wordfreq,normal
CPLS,0,0,,1.15,wordfreq,normal
CPNG,14,1,0.933,0.0,wordfreq,normal
CPNJ,0,0,,0.0,wordfreq,normal
CPNM,0,0,,0.0,wordfreq,normal
CPNQ,0,0,,0.0,wordfreq,normal
CPNS,0,0,,1.01,wordfreq,normal
CPNX,0,0,,0.0,wordfreq,normal
CPOP,2,0,1.0,0.0,wordfreq,normal
CPRA,0,0,,0.0,wordfreq,normal
CPRI,2,0,1.0,0.0,wordfreq,normal
CPRJ,0,0,,0.0,wordfreq,normal
CPRO,1,2,0.333,0.0,wordfreq,normal
CPRT,8,0,1.0,0.0,wordfreq,normal
CPRX,6,0,1.0,0.0,wordfreq,normal
CPRY,0,0,,0.0,wordfreq,normal
CPSA,0,0,,1.56,wordfreq,normal
CPSD,0,0,,0.0,wordfreq,normal
CPSF,0,0,,0.0,wordfreq,normal
CPSH,4,0,1.0,0.0,wordfreq,normal
CPSJ,0,0,,0.0,wordfreq,normal
CPSL,1,0,1.0,0.0,wordfreq,normal
CPSM,0,0,,0.0,wordfreq,normal
CPSN,0,0,,0.0,wordfreq,normal
CPSO,0,0,,0.0,wordfreq,normal
CPSP,0,0,,1.13,wordfreq,normal
CPSR,0,0,,0.0,wordfreq,normal
CPSS,1,0,1.0,1.21,wordfreq,normal
CPST,1,0,1.0,1.04,wordfreq,normal
CPSU,0,0,,2.44,wordfreq,normal
CPSY,0,0,,0.0,wordfreq,normal
CPXR,0,0,,0.0,wordfreq,normal
CQQQ,4,0,1.0,0.0,wordfreq,normal
CQTM,0,0,,0.0,wordfreq,normal
CRAC,0,0,,1.9,wordfreq,normal
CRACR,0,0,,0.0,wordfreq,normal
CRACU,0,0,,0.0,wordfreq,normal
CRACW,0,0,,0.0,wordfreq,normal
CRAI,0,0,,1.4,wordfreq,normal
CRAK,0,0,,0.0,wordfreq,normal
CRAN,0,0,,2.16,wordfreq,normal
CRANR,0,0,,0.0,wordfreq,normal
CRANU,0,0,,0.0,wordfreq,normal
CRAQ,0,0,,0.0,wordfreq,normal
CRAQR,0,0,,0.0,wordfreq,normal
CRAQU,0,0,,0.0,wordfreq,normal
CRBD,0,0,,0.0,wordfreq,normal
CRBG,0,0,,0.0,wordfreq,normal
CRBN,1,0,1.0,0.0,wordfreq,normal
CRBP,42,4,0.913,0.0,case_ratio,normal
CRBU,3,0,1.0,0.0,wordfreq,normal
CRCA,0,0,,0.0,wordfreq,normal
CRCD,0,0,,0.0,wordfreq,normal
CRCG,0,0,,0.0,wordfreq,normal
CRCL,5,1,0.833,1.18,wordfreq,normal
CRCO,0,0,,0.0,wordfreq,normal
CRCT,2,0,1.0,0.0,wordfreq,normal
CRDD,0,0,,0.0,wordfreq,normal
CRDF,4,0,1.0,0.0,wordfreq,normal
CRDL,5,0,1.0,0.0,wordfreq,normal
CRDO,0,0,,0.0,wordfreq,normal
CRDT,2,0,1.0,0.0,wordfreq,normal
CRDU,0,0,,0.0,wordfreq,normal
CRDX,0,0,,0.0,wordfreq,normal
CRED,4,31,0.114,2.92,case_ratio,cashtag_only
CREG,5,0,1.0,1.18,wordfreq,normal
CRESY,1,0,1.0,0.0,wordfreq,normal
CREX,7,0,1.0,1.07,wordfreq,normal
CRGO,4,0,1.0,0.0,wordfreq,normal
CRGOW,0,0,,0.0,wordfreq,normal
CRGY,1,0,1.0,0.0,wordfreq,normal
CRIB,0,5,0.0,3.48,wordfreq,normal
CRIS,7,2,0.778,2.81,wordfreq,normal
CRMD,12,2,0.857,0.0,wordfreq,normal
CRMG,0,0,,0.0,wordfreq,normal
CRML,3,0,1.0,0.0,wordfreq,normal
CRMLW,0,0,,0.0,wordfreq,normal
CRMT,0,0,,0.0,wordfreq,normal
CRMU,0,0,,0.0,wordfreq,normal
CRMX,0,0,,0.0,wordfreq,normal
CRNC,4,0,1.0,0.0,wordfreq,normal
CRNT,5,0,1.0,0.0,wordfreq,normal
CRNX,0,0,,0.0,wordfreq,normal
CRON,38,8,0.826,2.49,case_ratio,normal
CROX,24,2,0.923,0.0,wordfreq,normal
CRPT,5,2,0.714,0.0,wordfreq,normal
CRSH,0,0,,0.0,wordfreq,normal
CRSP,35,1,0.972,1.46,case_ratio,normal
CRSR,142,5,0.966,0.0,case_ratio,normal
CRTC,0,0,,2.47,wordfreq,normal
CRTO,0,0,,0.0,wordfreq,normal
CRUC,0,0,,0.0,wordfreq,normal
CRUS,3,0,1.0,2.22,wordfreq,normal
CRUX,0,16,0.0,3.05,wordfreq,normal
CRVL,0,0,,0.0,wordfreq,normal
CRVO,1,0,1.0,0.0,wordfreq,normal
CRVS,7,1,0.875,0.0,wordfreq,normal
CRWD,69,4,0.945,0.0,case_ratio,normal
CRWG,2,0,1.0,0.0,wordfreq,normal
CRWL,0,0,,0.0,wordfreq,normal
CRWS,2,0,1.0,0.0,wordfreq,normal
CRWU,0,0,,0.0,wordfreq,normal
CRWV,7,0,1.0,0.0,wordfreq,normal
CRXP,0,0,,0.0,wordfreq,normal
CSAI,2,0,1.0,0.0,wordfreq,normal
CSAN,0,0,,0.0,wordfreq,normal
CSBR,2,0,1.0,0.0,wordfreq,normal
CSCL,0,0,,1.62,wordfreq,normal
CSCO,67,1,0.985,1.55,case_ratio,normal
CSCS,0,0,,1.94,wordfreq,normal
CSEN,0,0,,0.0,wordfreq,normal
CSEX,0,0,,0.0,wordfreq,normal
CSGP,5,1,0.833,0.0,wordfreq,normal
CSHI,0,0,,0.0,wordfreq,normal
CSHP,0,0,,0.0,wordfreq,normal
CSHR,0,0,,0.0,wordfreq,normal
CSHRW,0,0,,0.0,wordfreq,normal
CSIO,0,0,,0.0,wordfreq,normal
CSIQ,28,3,0.903,0.0,case_ratio,normal
CSMD,0,0,,0.0,wordfreq,normal
CSNR,0,0,,0.0,wordfreq,normal
CSPF,0,0,,0.0,wordfreq,normal
CSPI,0,0,,1.72,wordfreq,normal
CSRE,0,0,,0.0,wordfreq,normal
CSSD,0,0,,1.3,wordfreq,normal
CSTE,0,0,,0.0,wordfreq,normal
